timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2023-08-14 09:39:00,-34508949880881831,644447374219556738,29243.0,29243.0,29243.0,29243.0,0,644447374219556738,3457417610809793205050
2023-08-14 09:40:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:41:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:42:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:43:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:44:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:45:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:46:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:47:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:48:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:49:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:50:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:51:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:52:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:53:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:54:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:55:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:56:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:57:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:58:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 09:59:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:00:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:01:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:02:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:03:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:04:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:05:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:06:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:07:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:08:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:09:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:10:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:11:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:12:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:13:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:14:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:15:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:16:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:17:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:18:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:19:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:20:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:21:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:22:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:23:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:24:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:25:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:26:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:27:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:28:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:29:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:30:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:31:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:32:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:33:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:34:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:35:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:36:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:37:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:38:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:39:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:40:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:41:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:42:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:43:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:44:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:45:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:46:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:47:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:48:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:49:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:50:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:51:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:52:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:53:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:54:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:55:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:56:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:57:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:58:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 10:59:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 11:00:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 11:01:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 11:02:00,0,0,29243.0,29243.0,29243.0,29243.0,0,0,3457417610809793205050
2023-08-14 11:03:00,300000000000000000,-5567678857800607423,29238.0,29238.0,29238.0,29238.0,300000000000000000,0,5012304026179802281744
2023-08-14 11:04:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:05:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:06:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:07:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:08:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:09:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:10:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:11:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:12:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:13:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:14:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:15:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:16:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:17:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:18:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:19:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:20:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:21:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:22:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:23:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:24:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:25:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:26:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:27:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:28:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:29:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:30:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:31:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:32:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:33:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:34:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:35:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:36:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:37:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:38:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:39:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:40:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:41:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:42:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:43:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:44:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:45:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:46:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:47:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:48:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:49:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:50:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:51:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:52:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:53:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:54:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:55:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:56:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:57:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:58:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 11:59:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:00:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:01:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:02:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:03:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:04:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:05:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:06:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:07:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:08:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:09:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:10:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:11:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:12:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:13:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:14:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:15:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:16:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:17:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:18:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:19:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:20:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:21:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:22:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:23:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:24:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:25:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:26:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:27:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:28:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:29:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:30:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:31:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:32:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:33:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:34:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:35:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:36:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:37:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:38:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:39:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:40:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:41:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:42:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:43:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:44:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:45:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:46:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:47:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:48:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:49:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:50:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:51:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:52:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:53:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:54:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:55:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:56:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:57:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:58:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 12:59:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 13:00:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 13:01:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 13:02:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 13:03:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 13:04:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 13:05:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 13:06:00,0,0,29238.0,29238.0,29238.0,29238.0,0,0,5012304026179802281744
2023-08-14 13:07:00,-428429162370965477,8000000000000000000,29245.0,29245.0,29245.0,29245.0,0,8000000000000000000,5012304026179802281744
2023-08-14 13:08:00,0,0,29245.0,29245.0,29245.0,29245.0,0,0,5012304026179802281744
2023-08-14 13:09:00,0,0,29245.0,29245.0,29245.0,29245.0,0,0,5012304026179802281744
2023-08-14 13:10:00,0,0,29245.0,29245.0,29245.0,29245.0,0,0,5012304026179802281744
2023-08-14 13:11:00,0,0,29245.0,29245.0,29245.0,29245.0,0,0,5012304026179802281744
2023-08-14 13:12:00,0,0,29245.0,29245.0,29245.0,29245.0,0,0,5012304026179802281744
2023-08-14 13:13:00,0,0,29245.0,29245.0,29245.0,29245.0,0,0,5012304026179802281744
2023-08-14 13:14:00,0,0,29245.0,29245.0,29245.0,29245.0,0,0,5012304026179802281744
2023-08-14 13:15:00,0,0,29245.0,29245.0,29245.0,29245.0,0,0,5012304026179802281744
2023-08-14 13:16:00,0,0,29245.0,29245.0,29245.0,29245.0,0,0,5012304026179802281744
2023-08-14 13:17:00,0,0,29245.0,29245.0,29245.0,29245.0,0,0,5012304026179802281744
2023-08-14 13:18:00,0,0,29245.0,29245.0,29245.0,29245.0,0,0,5012304026179802281744
2023-08-14 13:19:00,0,0,29245.0,29245.0,29245.0,29245.0,0,0,5012304026179802281744
2023-08-14 13:20:00,-22037172689416415,411656755287357302,29246.0,29246.0,29246.0,29246.0,0,411656755287357302,5012304026179802281744
2023-08-14 13:21:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:22:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:23:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:24:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:25:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:26:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:27:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:28:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:29:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:30:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:31:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:32:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:33:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:34:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:35:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:36:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:37:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:38:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:39:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:40:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:41:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:42:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:43:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:44:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:45:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:46:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:47:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:48:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:49:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:50:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:51:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:52:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:53:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:54:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:55:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:56:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:57:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:58:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 13:59:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 14:00:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 14:01:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 14:02:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 14:03:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 14:04:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 14:05:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 14:06:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 14:07:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 14:08:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 14:09:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 14:10:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 14:11:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 14:12:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 14:13:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 14:14:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
2023-08-14 14:15:00,0,0,29246.0,29246.0,29246.0,29246.0,0,0,5012304026179802281744
